MetOneTime,MetOne03,MetOne05,MetOne07,MetOne1,MetOne2,MetOne5
04/06/2013 17:33:16,8691,2100,1030,663,275,16
04/06/2013 17:33:26,9028,2204,1091,644,271,14
04/06/2013 17:33:36,9367,2274,1138,741,345,12
04/06/2013 17:33:46,7330,1812,941,587,254,14
04/06/2013 17:33:56,7032,1680,864,559,233,0
04/06/2013 17:34:06,7947,1915,930,606,288,8
04/06/2013 17:34:16,8151,1920,953,625,260,4
04/06/2013 17:34:26,7699,1824,894,584,250,2
04/06/2013 17:34:36,7506,1693,822,502,220,4
04/06/2013 17:34:46,7006,1470,688,436,194,2
04/06/2013 17:34:56,6720,1528,762,432,152,6
04/06/2013 17:35:06,6862,1559,769,485,201,12
04/06/2013 17:35:16,8299,1845,951,574,258,6
04/06/2013 17:35:26,7123,1587,790,485,186,4
04/06/2013 17:35:36,7894,1809,917,582,226,4
04/06/2013 17:35:46,8011,1788,835,512,207,8
04/06/2013 17:35:56,5887,1320,697,411,163,8
04/06/2013 17:36:06,6021,1290,654,411,171,2
04/06/2013 17:36:16,5294,1104,521,334,137,6
04/06/2013 17:36:26,6016,1301,642,370,131,0
04/06/2013 17:36:36,5874,1252,654,409,161,4
04/06/2013 17:36:46,6031,1123,521,356,161,4
04/06/2013 17:36:56,5540,1108,595,379,146,0
04/06/2013 17:37:06,5817,1197,567,328,129,4
04/06/2013 17:37:16,6243,1191,565,345,139,8
04/06/2013 17:37:26,5957,1188,591,345,137,10
04/06/2013 17:37:36,5953,1197,587,385,178,4
04/06/2013 17:37:46,5720,1121,529,311,141,10
04/06/2013 17:37:56,6150,1199,580,370,152,8
04/06/2013 17:38:06,5374,1085,534,311,110,6
04/06/2013 17:38:16,6281,1119,557,353,114,0
04/06/2013 17:38:26,4173,735,341,201,67,0
04/06/2013 17:38:36,5624,1087,542,362,137,6
04/06/2013 17:38:46,5306,915,449,292,133,2
04/06/2013 17:38:56,4861,945,447,245,101,2
04/06/2013 17:39:06,4946,924,451,279,122,6
04/06/2013 17:39:16,4601,915,481,307,108,0
04/06/2013 17:39:26,4177,815,398,269,101,0
04/06/2013 17:39:36,5393,883,455,277,114,2
04/06/2013 17:39:46,4626,784,387,235,74,0
04/06/2013 17:39:56,4719,839,396,218,95,2
04/06/2013 17:40:06,4796,843,415,269,95,2
04/06/2013 17:40:16,5215,911,447,286,97,2
04/06/2013 17:40:26,5792,964,453,250,86,0
04/06/2013 17:40:36,5114,828,411,237,80,0
04/06/2013 17:40:46,5406,941,466,286,125,4
04/06/2013 17:40:56,6038,1002,483,281,95,0
04/06/2013 17:41:06,5368,909,409,226,89,4
04/06/2013 17:41:16,5105,951,485,298,99,2
04/06/2013 17:41:26,4785,858,383,243,89,2
04/06/2013 17:41:36,5243,1004,476,292,125,0
04/06/2013 17:41:46,4556,752,356,197,80,0
04/06/2013 17:41:56,5283,915,425,241,80,0
04/06/2013 17:42:06,4794,813,366,243,80,2
04/06/2013 17:42:16,4965,879,392,233,74,0
04/06/2013 17:42:26,5241,981,495,303,95,0
04/06/2013 17:42:36,5243,926,432,271,120,2
04/06/2013 17:42:46,4296,758,362,199,69,0
04/06/2013 17:42:56,5137,904,421,298,105,0
04/06/2013 17:43:06,4571,705,343,224,89,0
04/06/2013 17:43:16,5124,822,375,231,69,2
04/06/2013 17:43:26,4874,762,368,199,69,2
04/06/2013 17:43:36,4319,699,366,218,76,0
04/06/2013 17:43:46,4726,885,440,288,101,0
04/06/2013 17:43:56,4637,714,370,216,101,2
04/06/2013 17:44:06,4090,657,326,201,76,2
04/06/2013 17:44:16,4592,807,428,269,84,0
04/06/2013 17:44:26,4206,707,392,235,91,2
04/06/2013 17:44:36,4503,701,362,228,74,0
04/06/2013 17:44:46,4520,729,375,224,93,0
04/06/2013 17:44:56,4418,822,366,194,63,2
04/06/2013 17:45:06,4514,758,322,188,82,0
04/06/2013 17:45:16,4143,712,339,214,99,2
04/06/2013 17:45:26,5319,896,415,275,97,8
04/06/2013 17:45:36,4734,818,379,264,131,4
04/06/2013 17:45:46,3939,625,290,184,69,4
04/06/2013 17:45:56,3490,565,277,150,67,4
04/06/2013 17:46:06,3990,794,428,273,139,4
04/06/2013 17:46:16,3541,627,341,214,91,4
04/06/2013 17:46:26,3399,544,294,188,93,0
04/06/2013 17:46:36,2503,377,171,118,44,0
04/06/2013 17:46:46,2895,512,267,161,57,2
04/06/2013 17:46:56,2441,406,184,120,44,4
04/06/2013 17:47:06,3109,521,245,148,61,0
04/06/2013 17:47:16,2174,366,175,103,50,2
04/06/2013 17:47:26,2348,398,203,133,69,10
04/06/2013 17:47:36,2318,419,205,137,67,2
04/06/2013 17:47:46,2941,527,290,197,74,6
04/06/2013 17:47:56,2439,449,260,163,72,0
04/06/2013 17:48:06,1549,275,120,76,21,4
04/06/2013 17:48:16,1432,247,127,93,31,2
04/06/2013 17:48:26,1729,264,139,78,33,2
04/06/2013 17:48:36,1617,273,148,97,40,2
04/06/2013 17:48:46,1485,239,127,76,31,4
04/06/2013 17:48:56,1411,241,120,95,46,0
04/06/2013 17:49:06,1468,235,120,80,29,8
04/06/2013 17:49:16,1316,228,103,57,21,0
04/06/2013 17:49:26,1087,182,89,63,21,0
04/06/2013 17:49:36,1063,194,84,55,21,0
04/06/2013 17:49:46,1138,192,112,46,16,2
04/06/2013 17:49:56,968,178,86,52,23,2
04/06/2013 17:50:06,915,144,63,42,19,0
04/06/2013 17:50:16,917,180,95,59,29,0
04/06/2013 17:50:26,709,154,57,38,12,0
04/06/2013 17:50:36,1059,180,93,57,31,2
04/06/2013 17:50:46,820,146,72,44,10,0
04/06/2013 17:50:56,896,184,95,50,19,0
04/06/2013 17:51:06,799,165,89,59,27,2
04/06/2013 17:51:16,682,129,72,38,16,0
04/06/2013 17:51:26,820,141,61,40,14,0
04/06/2013 17:51:36,684,114,57,36,16,0
04/06/2013 17:51:46,618,78,36,27,4,0
04/06/2013 17:51:56,676,110,67,46,23,6
04/06/2013 17:52:06,523,116,65,42,6,0
04/06/2013 17:52:16,574,112,48,36,14,0
04/06/2013 17:52:26,455,72,36,21,8,0
04/06/2013 17:52:36,559,129,61,44,16,0
04/06/2013 17:52:46,489,95,42,29,12,0
04/06/2013 17:52:56,671,97,57,29,14,0
04/06/2013 17:53:06,525,112,63,42,19,0
04/06/2013 17:53:16,472,86,33,21,2,0
04/06/2013 17:53:26,521,97,52,36,12,0
04/06/2013 17:53:36,495,103,50,29,12,0
04/06/2013 17:53:46,428,103,65,48,27,0
04/06/2013 17:53:56,402,67,25,14,6,0
04/06/2013 17:54:06,358,65,31,21,8,0
04/06/2013 17:54:16,440,95,44,31,10,0
04/06/2013 17:54:26,474,93,48,29,8,0
04/06/2013 17:54:36,438,80,42,27,6,0
04/06/2013 17:54:46,351,78,25,10,0,0
04/06/2013 17:54:56,434,67,38,21,10,0
04/06/2013 17:55:06,489,74,31,19,6,4
04/06/2013 17:55:16,515,110,63,38,14,0
04/06/2013 17:55:26,517,108,78,67,36,4
04/06/2013 17:55:36,515,95,57,40,21,6
04/06/2013 17:55:46,695,175,99,74,44,8
04/06/2013 17:55:56,364,67,44,23,19,0
04/06/2013 18:11:26,394,55,21,14,6,0
04/06/2013 18:11:36,599,108,48,29,14,2
04/06/2013 18:11:46,521,131,63,38,16,2
04/06/2013 18:11:56,542,80,48,29,19,0
04/06/2013 18:12:06,661,122,55,40,8,2
04/06/2013 18:12:16,595,125,55,40,12,0
04/06/2013 18:12:26,557,91,44,19,2,0
04/06/2013 18:12:36,775,161,82,57,29,0
04/06/2013 18:12:46,972,186,99,61,29,2
04/06/2013 18:12:56,572,108,50,23,6,0
04/06/2013 18:13:06,820,165,108,69,29,4
04/06/2013 18:13:16,900,165,82,48,21,2
04/06/2013 18:13:26,690,110,65,48,19,2
04/06/2013 18:13:36,712,137,69,57,27,4
04/06/2013 18:13:46,1165,273,137,86,50,4
04/06/2013 18:13:56,1468,320,148,91,36,2
04/06/2013 18:14:06,784,203,105,72,25,2
04/06/2013 18:14:16,877,175,84,44,19,0
04/06/2013 18:14:26,820,178,72,36,19,0
04/06/2013 18:14:36,1034,194,95,59,23,0
04/06/2013 18:14:46,1214,233,120,74,31,4
04/06/2013 18:14:56,1415,271,137,103,55,2
04/06/2013 18:15:06,1328,300,144,108,55,2
04/06/2013 18:15:16,1203,222,122,86,29,0
04/06/2013 18:15:26,1793,345,203,133,48,0
04/06/2013 18:15:36,1593,373,205,118,36,4
04/06/2013 18:15:46,1716,349,175,127,52,10
04/06/2013 18:15:56,1754,362,175,105,40,0
04/06/2013 18:16:06,2026,400,233,135,57,2
04/06/2013 18:16:16,1869,381,203,125,61,6
04/06/2013 18:16:26,1943,373,186,112,50,2
04/06/2013 18:16:36,2271,442,203,135,57,4
04/06/2013 18:16:46,1966,349,194,118,55,0
04/06/2013 18:16:56,1795,377,158,101,50,0
04/06/2013 18:17:06,2019,421,175,112,40,2
04/06/2013 18:17:16,2536,468,241,133,57,0
04/06/2013 18:17:26,2471,489,233,137,46,0
04/06/2013 18:17:36,2789,531,288,175,69,2
04/06/2013 18:17:46,2377,523,256,154,63,0
04/06/2013 18:17:56,2575,512,250,139,59,0
04/06/2013 18:18:06,2823,635,313,203,74,4
04/06/2013 18:18:16,2411,487,252,165,52,0
04/06/2013 18:18:26,2600,534,264,163,52,0
04/06/2013 18:18:36,2543,483,220,131,52,0
04/06/2013 18:18:46,2541,491,273,169,67,0
04/06/2013 18:18:56,2723,559,283,163,59,2
04/06/2013 18:19:06,3015,565,279,182,67,0
04/06/2013 18:19:16,2865,570,296,184,63,2
04/06/2013 18:19:26,3054,597,322,184,76,0
04/06/2013 18:19:36,2746,491,252,135,44,0
04/06/2013 18:19:46,3255,548,260,167,59,0
04/06/2013 18:19:56,3562,591,235,139,57,0
04/06/2013 18:20:06,4279,633,313,197,89,0
04/06/2013 18:20:16,4959,786,404,273,105,0
04/06/2013 18:20:26,5196,945,493,309,129,0
04/06/2013 18:20:36,6466,1027,512,286,112,0
04/06/2013 18:20:46,10798,2481,1229,754,324,10
04/06/2013 18:20:56,16671,4783,2358,1453,616,40
04/06/2013 18:21:06,23504,7612,3901,2365,1021,31
04/06/2013 18:21:16,25127,8678,4312,2640,1076,46
04/06/2013 18:21:26,35069,12599,6459,4124,1793,105
04/06/2013 18:21:36,37417,13583,6936,4363,1875,86
04/06/2013 18:21:46,38831,14621,7447,4622,2007,114
04/06/2013 18:21:56,39679,15590,8174,5192,2280,129
04/06/2013 18:22:06,42979,16734,8547,5374,2346,125
04/06/2013 18:22:16,46166,17739,9255,5847,2555,150
04/06/2013 18:22:26,47279,18303,9513,5991,2530,150
04/06/2013 18:22:36,53557,21299,10933,6962,3083,182
04/06/2013 18:22:46,53580,21899,11667,7364,3238,169
04/06/2013 18:22:56,37125,14530,7470,4743,2161,103
04/06/2013 18:23:06,36824,14136,7316,4736,2019,122
04/06/2013 18:23:16,37032,14219,7318,4654,2072,84
04/06/2013 18:23:26,35056,13553,7089,4429,1918,114
04/06/2013 18:23:36,35858,13975,7517,4753,2110,110
04/06/2013 18:23:46,34622,13566,7108,4541,2066,103
04/06/2013 18:23:56,31782,12317,6474,4338,1930,108
04/06/2013 18:24:06,30851,11917,6298,4014,1759,105
04/06/2013 18:24:16,30256,11550,6031,3836,1725,103
04/06/2013 18:24:26,28090,10647,5756,3708,1661,120
04/06/2013 18:24:36,28512,10857,5703,3649,1604,103
04/06/2013 18:24:46,25208,9371,5018,3176,1445,76
04/06/2013 18:24:56,25723,9530,5084,3289,1470,116
04/06/2013 18:25:06,23612,8973,4804,3054,1373,76
04/06/2013 18:25:16,23372,8865,4734,3051,1354,59
04/06/2013 18:25:26,22382,8291,4486,2884,1288,69
04/06/2013 18:25:36,23838,8674,4802,3100,1358,91
04/06/2013 18:25:46,20127,7419,3995,2602,1140,76
04/06/2013 18:25:56,22635,8252,4399,2880,1371,78
04/06/2013 18:26:06,20208,7193,3939,2636,1229,82
04/06/2013 18:26:16,16427,5879,3073,2000,904,63
04/06/2013 18:26:26,18555,6635,3611,2346,1053,55
04/06/2013 18:26:36,18909,6661,3586,2361,1042,57
04/06/2013 18:26:46,15806,5463,2799,1858,811,38
04/06/2013 18:26:56,18269,6243,3323,2168,983,78
04/06/2013 18:27:06,17843,6023,3361,2244,1002,57
04/06/2013 18:27:16,15547,5432,2941,1898,832,40
04/06/2013 18:27:26,18881,6353,3482,2252,1006,59
04/06/2013 18:27:36,15020,5080,2676,1759,790,38
04/06/2013 18:27:46,15732,5022,2685,1731,779,59
04/06/2013 18:27:56,16762,5264,2852,1905,860,31
04/06/2013 18:28:06,16365,4921,2661,1814,879,55
04/06/2013 18:28:16,20303,6050,3200,2119,1010,72
04/06/2013 18:28:26,23934,7027,3829,2509,1188,84
04/06/2013 18:28:36,27950,8736,4613,2948,1371,89
04/06/2013 18:28:46,20452,5805,3083,1992,902,52
04/06/2013 18:28:56,20687,5728,3102,1990,936,69
04/06/2013 18:29:06,20710,5976,3132,2040,987,40
04/06/2013 18:29:16,19517,5351,2820,1871,839,63
04/06/2013 18:29:26,18794,5071,2695,1725,760,59
04/06/2013 18:29:36,21009,5845,3134,2066,981,61
04/06/2013 18:29:46,17559,4830,2596,1748,835,65
04/06/2013 18:29:56,19475,5432,2890,1856,826,55
04/06/2013 18:30:06,20358,5567,2846,1797,807,40
04/06/2013 18:30:16,18841,5179,2780,1860,824,33
04/06/2013 18:30:26,18943,5175,2746,1795,849,44
04/06/2013 18:30:36,19301,5391,2873,1943,868,50
04/06/2013 18:30:46,19545,5442,2918,1856,805,40
04/06/2013 18:30:56,17855,4993,2503,1568,743,55
04/06/2013 18:31:06,13218,3524,1949,1277,559,40
04/06/2013 18:31:16,18226,4912,2615,1740,837,59
04/06/2013 18:31:26,15689,4391,2335,1523,661,33
04/06/2013 18:31:36,11442,3009,1661,1129,525,31
04/06/2013 18:31:46,15666,4315,2199,1498,686,46
04/06/2013 18:31:56,10925,2969,1646,1110,504,21
04/06/2013 18:32:06,13492,3738,1979,1239,519,14
04/06/2013 18:32:16,12911,3458,1818,1150,563,29
04/06/2013 18:32:26,12368,3259,1684,1093,527,29
04/06/2013 18:32:36,13367,3666,1911,1184,542,23
04/06/2013 18:32:46,11111,3013,1600,1021,423,14
04/06/2013 18:32:56,9323,2259,1114,699,313,16
04/06/2013 18:33:06,10213,2706,1388,913,349,16
04/06/2013 18:33:16,8615,2369,1258,803,370,12
04/06/2013 18:33:26,8604,2248,1178,754,339,14
04/06/2013 18:33:36,9289,2486,1273,801,345,12
04/06/2013 18:33:46,8324,2210,1131,739,330,8
04/06/2013 18:33:56,8608,2104,1097,644,288,6
04/06/2013 18:34:06,8303,2083,1108,695,320,6
04/06/2013 18:34:16,7924,1888,987,661,309,6
04/06/2013 18:34:26,8115,1920,996,593,252,6
04/06/2013 18:34:36,8897,2166,1146,756,307,6
04/06/2013 18:34:46,7833,1975,1076,729,290,6
04/06/2013 18:34:56,7424,1812,938,652,288,8
04/06/2013 18:35:06,7034,1676,805,536,254,6
04/06/2013 18:35:16,7670,1877,1046,684,277,4
04/06/2013 18:35:26,7871,2028,1078,642,267,4
04/06/2013 18:35:36,8166,2011,1034,648,264,2
04/06/2013 18:35:46,7655,1790,864,572,241,2
04/06/2013 18:35:56,7600,1797,911,555,239,10
04/06/2013 18:36:06,8293,2007,1019,629,254,6
04/06/2013 18:36:16,7127,1670,858,559,252,10
04/06/2013 18:36:26,6534,1572,811,536,228,4
04/06/2013 18:36:36,6756,1648,826,521,194,0
04/06/2013 18:36:46,6059,1392,735,455,178,8
04/06/2013 18:36:56,5841,1282,701,447,199,2
04/06/2013 18:37:06,5688,1222,642,425,161,2
04/06/2013 18:37:16,6347,1426,748,449,169,0
04/06/2013 18:37:26,6290,1405,729,481,186,8
04/06/2013 18:37:36,5069,1193,635,379,135,4
04/06/2013 18:37:46,7233,1606,828,491,175,2
04/06/2013 18:37:56,5961,1373,690,409,156,0
04/06/2013 18:38:06,5968,1322,680,413,137,2
04/06/2013 18:38:16,4522,972,457,292,108,4
04/06/2013 18:38:26,6815,1447,760,474,201,2
04/06/2013 18:38:36,6031,1263,627,370,154,2
04/06/2013 18:38:46,4586,1002,529,283,120,2
04/06/2013 18:38:56,5525,1214,616,379,158,0
04/06/2013 18:39:06,5641,1195,574,373,152,2
04/06/2013 18:39:16,5258,1129,551,334,133,2
04/06/2013 18:39:26,5516,1182,567,381,154,4
04/06/2013 18:39:36,4758,1066,495,292,105,2
04/06/2013 18:39:46,5139,1121,570,370,127,0
04/06/2013 18:39:56,5315,1150,561,375,148,6
04/06/2013 18:40:06,4310,953,457,271,110,6
04/06/2013 18:40:16,4946,1133,599,377,133,4
04/06/2013 18:40:26,4677,941,481,294,108,0
04/06/2013 18:40:36,3984,883,466,290,95,4
04/06/2013 18:40:46,5444,1097,551,362,137,4
04/06/2013 18:40:56,4940,1093,563,377,156,6
04/06/2013 18:41:06,4399,928,515,300,120,4
04/06/2013 18:41:16,4618,843,404,281,103,0
04/06/2013 18:41:26,4262,924,455,320,112,2
04/06/2013 18:41:36,3528,682,332,205,82,0
04/06/2013 18:41:46,3948,854,436,273,133,4
04/06/2013 18:41:56,3867,775,394,258,114,0
04/06/2013 18:42:06,4342,945,493,307,118,0
04/06/2013 18:42:16,4075,824,423,239,80,0
04/06/2013 18:42:26,3999,807,398,239,95,0
04/06/2013 18:42:36,4192,813,404,235,91,0
04/06/2013 18:42:46,3937,811,409,235,86,2
04/06/2013 18:42:56,4662,883,459,298,122,0
04/06/2013 18:43:06,3571,678,313,205,74,0
04/06/2013 18:43:16,3810,835,402,269,110,0
04/06/2013 18:43:26,3980,799,419,271,125,0
04/06/2013 18:43:36,4857,888,421,260,95,0
04/06/2013 18:43:46,3838,843,413,256,82,0
04/06/2013 18:43:56,3980,873,451,277,112,0
04/06/2013 18:44:06,3865,748,360,239,65,0
04/06/2013 18:44:16,4154,818,383,241,89,0
04/06/2013 18:44:26,3622,669,336,231,91,0
04/06/2013 18:44:36,3032,544,281,178,69,2
04/06/2013 18:44:46,4077,807,421,231,74,0
04/06/2013 18:44:56,3728,716,366,205,91,2
04/06/2013 18:45:06,4098,847,356,245,89,0
04/06/2013 18:45:16,4111,756,364,203,89,0
04/06/2013 18:45:26,4821,896,457,294,114,4
04/06/2013 18:45:36,4200,807,389,235,101,0
04/06/2013 18:45:46,4418,885,459,247,101,0
04/06/2013 18:45:56,4929,966,491,326,148,2
04/06/2013 18:46:06,4618,843,411,260,122,2
04/06/2013 18:46:16,5296,1017,523,326,127,2
04/06/2013 18:46:26,5465,1119,559,379,133,0
04/06/2013 18:46:36,6779,1347,754,493,203,2
04/06/2013 18:46:46,7233,1468,735,489,235,4
04/06/2013 18:46:56,5465,1032,495,305,120,4
04/06/2013 18:47:06,4376,830,449,288,120,6
04/06/2013 18:47:16,5919,1284,663,440,205,2
04/06/2013 18:47:26,6472,1347,667,430,184,8
04/06/2013 18:47:36,4516,902,440,267,101,4
04/06/2013 18:47:46,5058,989,506,286,116,4
04/06/2013 18:47:56,4139,777,421,273,78,6
04/06/2013 18:48:06,4336,858,425,247,103,0
04/06/2013 18:48:16,4285,818,377,233,78,0
04/06/2013 18:48:26,3636,684,324,199,91,2
04/06/2013 18:48:36,5048,945,493,341,152,10
04/06/2013 18:48:46,4927,832,440,283,141,8
04/06/2013 18:48:56,4113,784,370,233,103,2
04/06/2013 18:49:06,3132,578,303,201,86,0
04/06/2013 18:49:16,2973,576,300,175,63,2
04/06/2013 18:49:26,2702,531,254,165,57,4
04/06/2013 18:49:36,3196,618,307,188,67,6
04/06/2013 18:49:46,2761,559,267,154,59,0
04/06/2013 18:49:56,2174,442,250,135,57,2
04/06/2013 18:50:06,2142,404,190,120,65,0
04/06/2013 18:50:16,2074,381,228,144,48,2
04/06/2013 18:50:26,1941,349,188,141,65,4
04/06/2013 18:50:36,1714,394,192,144,50,0
04/06/2013 18:50:46,1623,315,178,120,48,0
04/06/2013 18:50:56,1939,332,165,97,52,2
04/06/2013 18:51:06,1481,292,146,99,40,0
04/06/2013 18:51:16,1568,343,178,118,50,2
04/06/2013 18:51:26,1509,309,161,101,50,2
04/06/2013 18:51:36,1453,226,116,82,40,8
04/06/2013 18:51:46,1265,197,93,67,31,4
04/06/2013 18:51:56,1320,279,150,105,57,4
04/06/2013 18:52:06,1000,211,114,74,36,0
04/06/2013 18:52:16,1093,188,93,63,21,2
04/06/2013 18:52:26,1214,252,139,97,38,4
04/06/2013 18:52:36,1023,161,69,40,14,2
04/06/2013 18:52:46,883,184,84,50,12,0
04/06/2013 18:52:56,909,188,108,74,29,0
04/06/2013 18:53:06,993,184,91,59,21,0
04/06/2013 18:53:16,972,197,89,52,16,0
04/06/2013 18:53:26,885,161,82,57,16,0
04/06/2013 18:53:36,849,182,84,52,10,2
04/06/2013 18:53:46,830,171,74,52,23,2
04/06/2013 18:53:56,777,112,55,44,19,2
04/06/2013 18:54:06,661,144,67,50,6,0
04/06/2013 18:54:16,733,144,76,33,14,0
04/06/2013 18:54:26,589,93,36,21,8,0
04/06/2013 18:54:36,589,93,40,14,10,0
04/06/2013 18:54:46,690,125,61,42,16,0
04/06/2013 18:54:56,540,108,50,14,0,0
04/06/2013 18:55:06,650,120,55,33,10,0
04/06/2013 18:55:16,576,105,50,33,12,0
04/06/2013 18:55:26,510,112,52,38,23,0
04/06/2013 18:55:36,544,95,44,31,16,0
04/06/2013 18:55:46,536,122,57,33,10,0
04/06/2013 18:55:56,515,80,40,23,8,2
04/06/2013 18:56:06,527,97,59,40,10,0
04/06/2013 18:56:16,510,95,50,42,12,0
04/06/2013 18:56:26,447,80,33,16,6,0
04/06/2013 18:56:36,379,59,23,16,10,0
04/06/2013 18:56:47,476,118,48,23,8,0
04/06/2013 18:56:56,466,89,44,25,6,0
04/06/2013 18:57:06,453,59,23,16,6,0
04/06/2013 18:57:16,364,50,19,10,4,0
04/06/2013 18:57:26,430,91,57,46,14,0
04/06/2013 18:57:36,438,93,40,21,16,0
04/06/2013 18:57:47,398,67,36,25,10,0
04/06/2013 18:57:56,326,61,33,21,4,0
04/06/2013 18:58:06,345,63,31,21,10,0
04/06/2013 18:58:16,389,93,40,29,12,0
04/06/2013 18:58:26,271,74,42,21,6,0
04/06/2013 18:58:36,334,74,52,36,21,0
04/06/2013 18:58:47,400,72,38,21,10,0
04/06/2013 18:58:56,349,82,29,25,4,0
04/06/2013 18:59:06,347,57,25,12,6,0
04/06/2013 18:59:16,364,80,48,31,12,0
04/06/2013 18:59:26,353,116,57,38,10,0
04/06/2013 18:59:36,300,50,29,14,10,0
04/06/2013 18:59:46,309,72,38,10,0,0
04/06/2013 18:59:57,309,67,36,25,6,0
04/06/2013 19:00:06,288,52,36,27,4,0
04/06/2013 19:00:16,307,52,25,12,6,0
04/06/2013 19:00:26,368,63,29,14,4,0
04/06/2013 19:00:36,305,63,21,12,2,0
04/06/2013 19:00:46,279,72,38,25,10,0
04/06/2013 19:00:57,281,38,16,12,6,0
04/06/2013 19:01:06,290,63,29,21,4,0
04/06/2013 19:01:16,267,52,31,16,4,0
04/06/2013 19:01:27,305,61,23,14,4,0
04/06/2013 19:01:37,241,33,16,8,4,0
04/06/2013 19:01:47,315,67,19,16,10,0
04/06/2013 19:01:57,292,44,19,10,6,0
04/06/2013 19:02:07,298,46,23,12,12,0
04/06/2013 19:02:17,286,46,19,10,2,0
04/06/2013 19:02:27,260,63,31,23,10,0
04/06/2013 19:02:37,336,72,31,19,4,0
04/06/2013 19:02:47,336,52,27,14,4,0
04/06/2013 19:02:57,311,65,48,29,14,0
04/06/2013 19:03:07,351,67,31,14,2,0
04/06/2013 19:03:17,336,69,33,23,8,0
04/06/2013 19:03:27,296,46,19,6,4,0
04/06/2013 19:03:37,283,55,21,14,10,0
04/06/2013 19:03:47,347,61,31,29,10,0
04/06/2013 19:03:57,343,69,38,25,10,0
04/06/2013 19:04:07,353,86,36,23,10,0
04/06/2013 19:04:17,345,72,38,25,14,0
04/06/2013 19:04:27,273,40,23,8,2,0
04/06/2013 19:04:37,364,59,19,8,0,0
04/06/2013 19:04:47,279,57,25,8,2,0
04/06/2013 19:04:57,199,38,23,14,4,0
04/06/2013 19:05:07,307,55,38,14,6,0
04/06/2013 19:05:17,290,33,16,12,2,0
04/06/2013 19:05:27,300,48,25,19,8,0
04/06/2013 19:05:37,233,52,27,23,16,0
04/06/2013 19:05:47,250,31,6,4,0,0
04/06/2013 19:05:57,267,80,40,27,10,0
04/06/2013 19:06:07,317,50,31,16,6,0
04/06/2013 19:06:17,258,74,29,25,6,0
04/06/2013 19:06:27,273,42,16,14,4,0
04/06/2013 19:06:37,237,33,21,6,0,0
04/06/2013 19:06:47,425,63,38,25,19,0
04/06/2013 19:06:57,269,67,31,25,10,0
04/06/2013 19:07:07,311,52,23,10,2,0
04/06/2013 19:07:17,305,50,23,10,2,0
04/06/2013 19:07:27,288,44,23,10,6,0
04/06/2013 19:07:37,311,76,40,16,8,0
04/06/2013 19:07:47,267,55,23,14,2,0
04/06/2013 19:07:57,290,40,23,14,4,0
04/06/2013 19:08:07,400,63,29,14,8,0
04/06/2013 19:08:17,294,67,29,23,8,0
04/06/2013 19:08:27,298,63,29,21,8,0
04/06/2013 19:08:37,311,65,25,10,4,0
04/06/2013 19:08:47,324,50,29,10,4,0
04/06/2013 19:08:57,269,57,36,23,8,0
04/06/2013 19:09:07,226,29,21,14,8,0
04/06/2013 19:09:17,307,59,31,25,8,0
04/06/2013 19:09:27,298,46,21,14,4,0
04/06/2013 19:09:37,311,61,23,16,8,0
04/06/2013 19:09:47,339,61,29,16,8,0
04/06/2013 19:09:57,264,36,16,10,6,0
04/06/2013 19:10:07,264,50,19,14,8,0
04/06/2013 19:10:17,258,50,16,12,8,0
04/07/2013 10:41:37,326,72,50,42,23,2
04/07/2013 10:41:47,269,76,40,29,16,0
04/07/2013 10:41:57,256,59,31,25,12,0
04/07/2013 10:42:07,332,84,46,27,10,0
04/07/2013 10:42:17,423,65,42,33,21,2
04/07/2013 10:42:27,383,76,46,36,10,2
04/07/2013 10:42:37,343,78,52,31,14,0
04/07/2013 10:42:47,495,127,63,44,29,2
04/07/2013 10:42:57,455,91,38,25,10,0
04/07/2013 10:43:07,481,118,57,33,21,4
04/07/2013 10:43:17,423,129,65,36,14,0
04/07/2013 10:43:27,555,131,67,48,21,0
04/07/2013 10:43:37,508,148,69,40,8,0
04/07/2013 10:43:47,440,76,38,23,10,0
04/07/2013 10:43:57,561,141,76,44,19,0
04/07/2013 10:44:07,678,135,59,46,27,4
04/07/2013 10:44:17,896,241,139,93,38,6
04/07/2013 10:44:27,818,224,122,93,46,4
04/07/2013 10:44:37,875,233,156,120,78,10
04/07/2013 10:44:47,824,256,141,105,61,14
04/07/2013 10:44:57,803,220,135,95,42,10
04/07/2013 10:45:07,608,148,91,59,14,0
04/07/2013 10:45:17,646,165,97,69,27,4
04/07/2013 10:45:27,737,156,103,67,33,8
04/07/2013 10:45:37,820,207,97,65,29,0
04/07/2013 10:45:47,1125,286,148,112,61,4
04/07/2013 10:45:57,688,186,127,95,63,2
04/07/2013 10:46:07,739,207,129,80,50,6
04/07/2013 10:46:17,1074,243,135,97,42,6
04/07/2013 10:46:27,506,116,67,50,27,6
04/07/2013 10:46:37,478,135,63,48,25,2
04/07/2013 10:46:47,665,150,78,52,31,4
04/07/2013 10:46:57,735,129,72,48,25,2
04/07/2013 10:47:07,563,156,84,61,23,2
04/07/2013 10:47:17,671,141,99,76,29,2
04/07/2013 10:47:27,623,137,82,61,31,0
04/07/2013 10:47:37,608,150,69,48,25,0
04/07/2013 10:47:47,616,120,61,48,19,0
04/07/2013 10:47:57,584,141,76,36,16,0
