Instr,Time,MetOne03,MetOne05,MetOne07,MetOne1,MetOne2,MetOne5
MetOne, 2013-07-13 16:27:59, 3184, 629, 293, 152, 50, 0
MetOne, 2013-07-13 16:28:59, 3128, 572, 256, 134, 47, 0
MetOne, 2013-07-13 16:29:59, 2851, 405, 171, 79, 25, 0
MetOne, 2013-07-13 16:30:59, 2734, 370, 150, 75, 26, 0
MetOne, 2013-07-13 16:31:59, 2641, 320, 113, 49, 13, 0
MetOne, 2013-07-13 16:32:59, 2596, 302, 112, 51, 16, 0
MetOne, 2013-07-13 16:33:59, 2749, 355, 151, 75, 24, 0
MetOne, 2013-07-13 16:34:59, 2679, 325, 125, 58, 17, 0
MetOne, 2013-07-13 16:35:59, 2866, 418, 184, 92, 32, 0
MetOne, 2013-07-13 16:36:59, 3153, 556, 263, 141, 50, 1
MetOne, 2013-07-13 16:37:59, 4262, 1278, 666, 374, 128, 1
MetOne, 2013-07-13 16:38:59, 4285, 1264, 628, 338, 105, 0
MetOne, 2013-07-13 16:39:59, 3041, 483, 210, 103, 30, 0
MetOne, 2013-07-13 16:40:59, 2769, 375, 143, 64, 19, 0
MetOne, 2013-07-13 16:41:59, 2675, 342, 148, 69, 24, 0
MetOne, 2013-07-13 16:42:59, 2990, 524, 267, 162, 79, 5
MetOne, 2013-07-13 16:43:59, 4016, 782, 530, 419, 310, 122
MetOne, 2013-07-13 16:44:59, 3413, 534, 290, 202, 120, 26
MetOne, 2013-07-13 16:45:59, 12960, 6858, 5404, 4359, 2972, 489
MetOne, 2013-07-13 16:46:59, 4774, 1036, 703, 552, 369, 113
MetOne, 2013-07-13 16:47:59, 4695, 1086, 714, 542, 343, 88
MetOne, 2013-07-13 16:48:59, 3242, 524, 262, 169, 99, 21
MetOne, 2013-07-13 16:49:59, 4789, 1146, 792, 602, 401, 111
MetOne, 2013-07-13 16:50:59, 3925, 685, 431, 312, 204, 63
MetOne, 2013-07-13 16:51:59, 2974, 388, 192, 120, 62, 14
MetOne, 2013-07-13 16:52:59, 3753, 726, 448, 329, 211, 54
MetOne, 2013-07-13 16:53:59, 3050, 446, 233, 152, 73, 13
MetOne, 2013-07-13 16:54:59, 3128, 497, 265, 178, 99, 23
MetOne, 2013-07-13 16:55:59, 12500, 4906, 3986, 3301, 2329, 653
MetOne, 2013-07-13 16:56:59, 4219, 1137, 786, 588, 364, 79
MetOne, 2013-07-13 16:57:59, 5376, 1569, 1168, 960, 688, 185
MetOne, 2013-07-13 16:58:59, 4566, 1131, 806, 629, 428, 115
MetOne, 2013-07-13 16:59:59, 4441, 891, 608, 473, 324, 99
MetOne, 2013-07-13 17:00:59, 3036, 404, 179, 113, 60, 11
MetOne, 2013-07-13 17:01:59, 3069, 425, 195, 124, 68, 15
MetOne, 2013-07-13 17:02:59, 3152, 420, 202, 129, 72, 14
MetOne, 2013-07-13 17:03:59, 3189, 492, 254, 164, 94, 20
MetOne, 2013-07-13 17:04:59, 3288, 464, 238, 152, 82, 14
MetOne, 2013-07-13 17:05:59, 3081, 380, 156, 89, 43, 8
MetOne, 2013-07-13 17:06:59, 3107, 401, 182, 111, 59, 13
MetOne, 2013-07-13 17:07:59, 3434, 490, 278, 199, 119, 34
MetOne, 2013-07-13 17:08:59, 3116, 384, 187, 119, 69, 16
MetOne, 2013-07-13 17:09:59, 3101, 475, 232, 144, 76, 10
MetOne, 2013-07-13 17:10:59, 3348, 562, 300, 184, 93, 12
